date,style_id,category,price_level,true_state,view_uv,detail_uv,tryon_uv,tryon_result_uv,want_uv,want_after_tryon_uv,confirm_direct_uv,confirm_detail_uv,confirm_after_tryon_uv,confirm_from_want_uv,total_confirm_uv
2026-04-27,S0025,solid,mid,Cold_AfterWant,109,39,20,16,37,3,2,2,3,1,8
2026-04-28,S0025,solid,mid,Cold_AfterWant,90,30,15,15,22,1,0,2,0,0,2
2026-04-29,S0025,solid,mid,Cold_AfterWant,47,16,10,9,15,0,0,1,1,0,2
2026-04-30,S0025,solid,mid,Cold_AfterWant,83,25,14,14,26,1,0,0,1,2,3
2026-01-01,S0026,handpaint,low,Stable,200,46,40,34,25,7,9,3,2,10,24
2026-01-02,S0026,handpaint,low,Stable,100,23,24,22,11,3,2,0,4,4,10
2026-01-03,S0026,handpaint,low,Stable,162,40,35,33,39,8,3,0,3,8,14
2026-01-04,S0026,handpaint,low,Stable,142,21,21,18,20,2,6,0,3,7,16
2026-01-05,S0026,handpaint,low,Stable,226,31,61,54,27,9,3,1,7,6,17
2026-01-06,S0026,handpaint,low,Stable,142,29,29,26,22,5,2,1,3,4,10
2026-01-07,S0026,handpaint,low,Stable,279,62,55,48,50,9,6,3,3,10,22
2026-01-08,S0026,handpaint,low,Stable,148,32,34,29,17,2,3,1,6,5,15
2026-01-09,S0026,handpaint,low,Stable,148,17,25,21,26,6,3,1,3,4,11
2026-01-10,S0026,handpaint,low,Stable,179,40,50,43,30,8,7,1,4,8,20
2026-01-11,S0026,handpaint,low,Stable,265,56,41,35,24,3,11,1,6,6,24
2026-01-12,S0026,handpaint,low,Stable,129,31,24,21,19,3,3,0,2,6,11
2026-01-13,S0026,handpaint,low,Stable,226,35,49,43,22,7,11,0,5,8,24
2026-01-14,S0026,handpaint,low,Stable,242,54,61,56,34,8,8,4,3,6,21
2026-01-15,S0026,handpaint,low,Stable,182,32,33,28,24,6,4,2,0,7,13
2026-01-16,S0026,handpaint,low,Stable,189,42,48,42,30,7,6,0,5,5,16
2026-01-17,S0026,handpaint,low,Stable,140,33,39,34,11,2,1,0,5,1,7
2026-01-18,S0026,handpaint,low,Stable,210,35,43,42,37,9,4,0,2,8,14
2026-01-19,S0026,handpaint,low,Stable,237,48,49,43,31,4,2,1,5,6,14
2026-01-20,S0026,handpaint,low,Stable,204,49,44,35,40,5,7,2,6,10,25
2026-01-21,S0026,handpaint,low,Stable,205,36,56,46,28,10,7,1,5,5,18
2026-01-22,S0026,handpaint,low,Stable,145,29,31,31,22,4,4,3,3,9,19
2026-01-23,S0026,handpaint,low,Stable,152,36,41,37,29,9,1,1,4,5,11
2026-01-24,S0026,handpaint,low,Stable,217,35,77,67,48,14,6,1,5,16,28
2026-01-25,S0026,handpaint,low,Stable,127,22,26,26,22,8,1,4,0,5,10
2026-01-26,S0026,handpaint,low,Stable,159,33,38,37,29,3,2,0,4,4,10
2026-01-27,S0026,handpaint,low,Stable,120,33,23,22,21,3,3,3,1,7,14
2026-01-28,S0026,handpaint,low,Stable,191,47,31,26,29,7,6,2,2,8,18
2026-01-29,S0026,handpaint,low,Stable,118,26,21,18,18,1,4,1,3,4,12
2026-01-30,S0026,handpaint,low,Stable,166,27,20,18,18,4,5,1,5,5,16
2026-01-31,S0026,handpaint,low,Stable,154,24,36,33,25,5,4,0,6,5,15
2026-02-01,S0026,handpaint,low,Stable,276,53,76,67,35,6,8,3,2,3,16
2026-02-02,S0026,handpaint,low,Stable,101,21,16,16,17,7,9,0,0,5,14
2026-02-03,S0026,handpaint,low,Stable,264,58,48,44,29,7,4,3,4,4,15
2026-02-04,S0026,handpaint,low,Stable,121,33,21,19,19,2,5,0,1,2,8
2026-02-05,S0026,handpaint,low,Stable,144,27,34,31,13,4,4,0,3,7,14
2026-02-06,S0026,handpaint,low,Stable,163,25,38,38,28,6,5,2,3,15,25
2026-02-07,S0026,handpaint,low,Stable,176,25,47,45,25,10,5,0,2,8,15
2026-02-08,S0026,handpaint,low,Stable,203,40,54,50,32,7,9,0,2,7,18
2026-02-09,S0026,handpaint,low,Stable,208,39,38,34,27,4,4,4,2,7,17
2026-02-10,S0026,handpaint,low,Stable,324,67,75,67,47,11,4,5,4,15,28
2026-02-11,S0026,handpaint,low,Stable,158,24,35,32,26,7,3,0,5,6,14
2026-02-12,S0026,handpaint,low,Stable,188,29,35,32,17,5,5,0,4,3,12
2026-02-13,S0026,handpaint,low,Stable,100,22,24,22,12,2,1,1,1,2,5
2026-02-14,S0026,handpaint,low,Stable,337,58,59,52,52,10,5,0,8,15,28
2026-02-15,S0026,handpaint,low,Stable,137,36,31,28,20,7,2,1,3,5,11
2026-02-16,S0026,handpaint,low,Stable,161,18,20,17,24,5,7,1,0,8,16
2026-02-17,S0026,handpaint,low,Stable,147,41,20,18,20,2,5,1,0,4,10
2026-02-18,S0026,handpaint,low,Stable,199,46,41,36,20,2,8,2,2,6,18
2026-02-19,S0026,handpaint,low,Stable,173,35,36,33,20,3,7,1,3,9,20
2026-02-20,S0026,handpaint,low,Stable,208,39,41,39,32,9,6,0,9,8,23
2026-02-21,S0026,handpaint,low,Stable,182,38,40,35,24,8,5,2,4,9,20
2026-02-22,S0026,handpaint,low,Stable,166,33,44,36,18,9,6,0,1,5,12
2026-02-23,S0026,handpaint,low,Stable,197,34,44,40,24,7,6,1,4,5,16
2026-02-24,S0026,handpaint,low,Stable,322,54,74,61,53,8,7,3,5,15,30
2026-02-25,S0026,handpaint,low,Stable,187,32,36,32,15,3,4,1,2,4,11
2026-02-26,S0026,handpaint,low,Stable,211,37,48,44,34,12,5,1,2,13,21
2026-02-27,S0026,handpaint,low,Stable,220,58,32,29,36,5,6,5,3,8,22
2026-02-28,S0026,handpaint,low,Stable,176,38,38,34,36,6,3,0,2,10,15
2026-03-01,S0026,handpaint,low,Stable,218,56,40,37,47,15,8,3,3,12,26
2026-03-02,S0026,handpaint,low,Stable,200,48,36,32,29,2,4,1,1,10,16
2026-03-03,S0026,handpaint,low,Stable,180,34,36,33,27,6,5,0,2,8,15
2026-03-04,S0026,handpaint,low,Stable,138,47,27,23,24,6,3,0,2,3,8
2026-03-05,S0026,handpaint,low,Stable,100,16,25,21,16,2,2,0,3,4,9
2026-03-06,S0026,handpaint,low,Stable,213,36,50,43,34,10,2,6,5,14,27
2026-03-07,S0026,handpaint,low,Stable,240,44,52,47,29,7,6,5,6,10,27
2026-03-08,S0026,handpaint,low,Stable,247,48,55,48,40,12,5,2,3,8,18
2026-03-09,S0026,handpaint,low,Stable,132,23,28,26,27,3,4,1,2,11,18
2026-03-10,S0026,handpaint,low,Stable,199,43,42,39,26,4,5,0,6,5,16
2026-03-11,S0026,handpaint,low,Stable,136,32,35,31,18,3,1,0,4,8,13
2026-03-12,S0026,handpaint,low,Stable,271,64,58,51,39,7,8,3,2,8,21
2026-03-13,S0026,handpaint,low,Stable,252,59,47,40,39,10,3,2,4,11,20
2026-03-14,S0026,handpaint,low,Stable,158,38,40,30,22,8,8,4,3,7,22
2026-03-15,S0026,handpaint,low,Stable,137,34,24,23,25,9,1,1,2,3,7
2026-03-16,S0026,handpaint,low,Stable,152,29,32,31,22,6,3,0,1,5,9
2026-03-17,S0026,handpaint,low,Stable,143,17,28,24,22,4,6,1,3,9,19
2026-03-18,S0026,handpaint,low,Stable,212,58,35,32,26,5,3,0,3,13,19
2026-03-19,S0026,handpaint,low,Stable,189,27,42,37,36,8,5,0,5,13,23
2026-03-20,S0026,handpaint,low,Stable,159,28,27,20,9,1,7,3,1,3,14
2026-03-21,S0026,handpaint,low,Stable,188,48,40,37,20,2,3,1,3,3,10
2026-03-22,S0026,handpaint,low,Stable,182,42,25,21,28,4,7,2,1,10,20
2026-03-23,S0026,handpaint,low,Stable,179,42,35,28,25,6,3,1,3,9,16
2026-03-24,S0026,handpaint,low,Stable,214,36,35,31,34,5,7,1,1,5,14
2026-03-25,S0026,handpaint,low,Stable,163,40,46,43,24,8,4,1,3,5,13
2026-03-26,S0026,handpaint,low,Stable,271,62,55,50,41,14,5,3,3,13,24
2026-03-27,S0026,handpaint,low,Stable,146,33,34,30,26,4,3,1,0,7,11
2026-03-28,S0026,handpaint,low,Stable,194,33,37,33,15,5,5,6,3,3,17
2026-03-29,S0026,handpaint,low,Stable,162,32,39,34,21,4,1,0,3,6,10
2026-03-30,S0026,handpaint,low,Stable,121,18,32,29,20,5,1,2,3,6,12
2026-03-31,S0026,handpaint,low,Stable,153,28,53,48,18,9,5,0,8,4,17
2026-04-01,S0026,handpaint,low,Stable,166,39,29,26,26,7,7,1,1,7,16
2026-04-02,S0026,handpaint,low,Stable,141,26,28,26,27,1,2,2,3,6,13
2026-04-03,S0026,handpaint,low,Stable,190,41,50,45,32,9,11,0,10,9,30
2026-04-04,S0026,handpaint,low,Stable,118,20,23,19,14,3,1,0,0,1,2
2026-04-05,S0026,handpaint,low,Stable,179,43,43,38,29,7,5,0,5,11,21
2026-04-06,S0026,handpaint,low,Stable,131,28,28,25,16,6,3,0,3,3,9
2026-04-07,S0026,handpaint,low,Stable,142,32,32,31,24,8,4,1,2,5,12
2026-04-08,S0026,handpaint,low,Stable,196,32,39,34,25,4,1,1,2,7,11
2026-04-09,S0026,handpaint,low,Stable,146,29,32,29,24,5,3,0,2,8,13
2026-04-10,S0026,handpaint,low,Stable,172,35,21,18,26,5,7,0,3,6,16
2026-04-11,S0026,handpaint,low,Stable,231,46,46,43,34,8,4,0,3,11,18
2026-04-12,S0026,handpaint,low,Stable,108,22,18,14,22,4,7,2,0,5,14
2026-04-13,S0026,handpaint,low,Stable,281,69,77,70,41,11,6,3,3,9,21
2026-04-14,S0026,handpaint,low,Stable,176,44,26,24,26,5,4,1,0,5,10
2026-04-15,S0026,handpaint,low,Stable,152,27,38,35,21,6,3,1,5,6,15
2026-04-16,S0026,handpaint,low,Stable,141,21,31,29,23,7,4,2,3,5,14
2026-04-17,S0026,handpaint,low,Stable,136,34,23,19,20,4,4,1,4,5,14
2026-04-18,S0026,handpaint,low,Stable,119,21,36,32,12,4,1,1,0,4,6
2026-04-19,S0026,handpaint,low,Stable,272,75,52,46,31,9,8,0,7,13,28
2026-04-20,S0026,handpaint,low,Stable,185,38,29,26,26,6,4,1,2,9,16
2026-04-21,S0026,handpaint,low,Stable,174,36,41,35,29,6,3,3,5,10,21
2026-04-22,S0026,handpaint,low,Stable,97,19,23,21,17,5,4,1,2,4,11
2026-04-23,S0026,handpaint,low,Stable,176,45,41,38,23,13,6,2,4,5,17
2026-04-24,S0026,handpaint,low,Stable,182,34,45,40,31,10,12,2,6,7,27
2026-04-25,S0026,handpaint,low,Stable,182,36,39,35,27,7,6,3,5,8,22
2026-04-26,S0026,handpaint,low,Stable,247,48,52,46,39,8,7,1,4,12,24
2026-04-27,S0026,handpaint,low,Stable,160,32,26,21,25,3,6,3,1,7,17
2026-04-28,S0026,handpaint,low,Stable,115,23,19,16,19,6,7,0,2,1,10
2026-04-29,S0026,handpaint,low,Stable,186,35,30,26,27,8,6,1,3,11,21
2026-04-30,S0026,handpaint,low,Stable,137,27,24,23,13,3,4,0,2,4,10
2026-01-01,S0027,solid,mid,Stable,61,13,9,8,8,3,5,0,1,0,6
2026-01-02,S0027,solid,mid,Stable,78,11,11,11,12,2,0,0,0,1,1
2026-01-03,S0027,solid,mid,Stable,76,9,16,13,14,4,4,2,2,2,10
2026-01-04,S0027,solid,mid,Stable,67,8,11,8,6,1,4,0,2,0,6
2026-01-05,S0027,solid,mid,Stable,59,7,10,9,7,3,3,1,2,1,7
2026-01-06,S0027,solid,mid,Stable,57,8,11,9,13,6,6,0,1,3,10
2026-01-07,S0027,solid,mid,Stable,62,8,10,7,6,2,1,0,0,0,1
2026-01-08,S0027,solid,mid,Stable,50,7,10,9,7,3,1,0,1,1,3
2026-01-09,S0027,solid,mid,Stable,69,10,13,13,13,3,3,1,2,3,9
2026-01-10,S0027,solid,mid,Stable,69,11,21,20,13,6,4,0,2,1,7
2026-01-11,S0027,solid,mid,Stable,61,9,11,11,8,3,1,1,1,2,5
2026-01-12,S0027,solid,mid,Stable,56,6,12,12,6,3,3,0,1,2,6
2026-01-13,S0027,solid,mid,Stable,53,5,8,7,6,0,4,0,1,2,7
2026-01-14,S0027,solid,mid,Stable,51,8,6,6,6,2,0,0,1,1,2
2026-01-15,S0027,solid,mid,Stable,70,11,13,11,15,3,5,0,0,0,5
2026-01-16,S0027,solid,mid,Stable,76,10,10,10,15,5,2,1,3,1,7
2026-01-17,S0027,solid,mid,Stable,69,10,8,7,10,2,4,0,0,1,5
2026-01-18,S0027,solid,mid,Stable,80,17,10,9,10,2,1,0,0,1,2
2026-01-19,S0027,solid,mid,Stable,68,13,13,11,5,2,4,0,1,0,5
2026-01-20,S0027,solid,mid,Stable,78,17,18,16,8,4,5,2,1,1,9
2026-01-21,S0027,solid,mid,Stable,42,5,8,8,5,2,1,0,3,0,4
2026-01-22,S0027,solid,mid,Stable,71,12,11,11,6,0,3,2,0,0,5
2026-01-23,S0027,solid,mid,Stable,50,7,7,6,5,1,5,0,0,2,7
2026-01-24,S0027,solid,mid,Stable,48,9,9,8,4,3,2,1,2,0,5
2026-01-25,S0027,solid,mid,Stable,88,16,19,16,5,1,1,2,2,1,6
2026-01-26,S0027,solid,mid,Stable,36,9,13,13,10,6,1,0,1,0,2
2026-01-27,S0027,solid,mid,Stable,79,13,14,11,13,2,4,0,0,2,6
2026-01-28,S0027,solid,mid,Stable,50,8,10,9,9,4,2,0,3,1,6
2026-01-29,S0027,solid,mid,Stable,67,8,15,15,10,2,3,0,3,1,7
2026-01-30,S0027,solid,mid,Stable,54,12,13,13,4,4,0,0,4,1,5
2026-01-31,S0027,solid,mid,Stable,74,12,11,8,10,3,5,0,0,0,5
2026-02-01,S0027,solid,mid,Stable,67,11,15,13,5,0,1,2,0,0,3
2026-02-02,S0027,solid,mid,Stable,38,6,8,8,6,0,1,1,2,0,4
2026-02-03,S0027,solid,mid,Stable,67,6,16,13,11,3,2,0,2,1,5
2026-02-04,S0027,solid,mid,Stable,39,13,10,7,9,3,1,0,0,1,2
2026-02-05,S0027,solid,mid,Stable,92,20,16,15,13,4,1,1,0,2,4
2026-02-06,S0027,solid,mid,Stable,38,7,8,7,6,0,2,0,2,3,7
2026-02-07,S0027,solid,mid,Stable,66,14,22,18,9,5,1,0,0,0,1
2026-02-08,S0027,solid,mid,Stable,67,14,12,11,6,3,0,1,1,0,2
2026-02-09,S0027,solid,mid,Stable,36,6,11,10,11,2,2,0,3,0,5
2026-02-10,S0027,solid,mid,Stable,72,9,14,14,7,3,3,1,0,0,4
2026-02-11,S0027,solid,mid,Stable,61,8,13,13,9,3,2,1,3,1,7
2026-02-12,S0027,solid,mid,Stable,82,14,11,11,9,4,4,1,1,1,7
2026-02-13,S0027,solid,mid,Stable,55,6,8,7,4,1,3,1,1,0,5
2026-02-14,S0027,solid,mid,Stable,58,17,9,9,8,3,4,2,1,2,9
2026-02-15,S0027,solid,mid,Stable,68,9,12,11,6,2,1,1,2,0,4
2026-02-16,S0027,solid,mid,Stable,46,7,9,8,6,2,2,1,1,1,5
2026-02-17,S0027,solid,mid,Stable,85,12,17,14,12,3,1,0,1,2,4
2026-02-18,S0027,solid,mid,Stable,48,6,11,9,4,0,1,0,2,1,4
2026-02-19,S0027,solid,mid,Stable,64,11,10,8,6,2,1,1,0,1,3
2026-02-20,S0027,solid,mid,Stable,62,12,11,10,13,4,3,1,0,1,5
2026-02-21,S0027,solid,mid,Stable,65,13,19,17,7,3,1,1,1,1,4
2026-02-22,S0027,solid,mid,Stable,115,20,24,21,10,3,3,1,2,1,7
2026-02-23,S0027,solid,mid,Stable,53,6,11,11,6,1,2,0,1,1,4
2026-02-24,S0027,solid,mid,Stable,65,8,16,14,5,1,2,0,2,0,4
2026-02-25,S0027,solid,mid,Stable,62,7,12,11,10,3,2,0,1,0,3
2026-02-26,S0027,solid,mid,Stable,68,13,9,7,11,4,5,0,0,0,5
2026-02-27,S0027,solid,mid,Stable,87,15,19,18,13,6,2,1,2,3,8
2026-02-28,S0027,solid,mid,Stable,102,12,33,27,14,6,5,0,3,1,9
2026-03-01,S0027,solid,mid,Stable,44,9,8,7,3,1,1,0,1,0,2
2026-03-02,S0027,solid,mid,Stable,51,7,12,11,9,2,2,0,1,0,3
2026-03-03,S0027,solid,mid,Stable,76,12,23,21,14,7,4,0,1,2,7
2026-03-04,S0027,solid,mid,Stable,35,3,9,7,3,0,1,0,2,0,3
2026-03-05,S0027,solid,mid,Stable,54,7,14,14,8,3,1,0,3,1,5
2026-03-06,S0027,solid,mid,Stable,66,10,9,8,7,1,4,2,2,1,9
2026-03-07,S0027,solid,mid,Stable,34,4,7,6,5,1,2,0,0,0,2
2026-03-08,S0027,solid,mid,Stable,56,2,12,10,10,2,3,0,0,0,3
2026-03-09,S0027,solid,mid,Stable,68,9,13,8,7,2,2,0,0,0,2
2026-03-10,S0027,solid,mid,Stable,63,11,17,16,9,3,1,2,1,0,4
2026-03-11,S0027,solid,mid,Stable,47,7,5,5,4,2,3,0,1,0,4
2026-03-12,S0027,solid,mid,Stable,52,9,15,14,6,2,1,0,0,0,1
2026-03-13,S0027,solid,mid,Stable,74,12,14,12,13,3,1,0,1,2,4
2026-03-14,S0027,solid,mid,Stable,49,4,14,13,9,4,1,0,2,1,4
2026-03-15,S0027,solid,mid,Stable,57,13,12,11,7,4,4,2,1,0,7
2026-03-16,S0027,solid,mid,Stable,37,5,8,8,5,1,5,0,1,1,7
2026-03-17,S0027,solid,mid,Stable,50,6,12,7,5,3,3,0,2,1,6
2026-03-18,S0027,solid,mid,Stable,76,12,9,8,5,0,3,1,1,0,5
2026-03-19,S0027,solid,mid,Stable,86,13,14,12,11,3,6,2,2,0,10
2026-03-20,S0027,solid,mid,Stable,92,16,20,19,10,6,3,0,0,1,4
2026-03-21,S0027,solid,mid,Stable,71,12,11,10,6,2,4,0,1,3,8
2026-03-22,S0027,solid,mid,Stable,53,8,12,11,9,4,2,2,2,1,7
2026-03-23,S0027,solid,mid,Stable,32,7,6,6,5,1,2,0,2,1,5
2026-03-24,S0027,solid,mid,Stable,78,12,18,17,7,4,2,1,2,1,6
2026-03-25,S0027,solid,mid,Stable,95,9,21,19,12,5,3,0,0,2,5
2026-03-26,S0027,solid,mid,Stable,53,5,13,13,2,0,1,0,2,1,4
2026-03-27,S0027,solid,mid,Stable,34,3,7,7,7,4,1,0,0,1,2
2026-03-28,S0027,solid,mid,Stable,109,16,23,19,13,3,4,2,1,0,7
2026-03-29,S0027,solid,mid,Stable,84,17,16,15,10,2,4,2,2,1,9
2026-03-30,S0027,solid,mid,Stable,46,7,9,9,7,4,4,1,3,0,8
2026-03-31,S0027,solid,mid,Stable,61,9,10,9,7,2,4,0,0,3,7
2026-04-01,S0027,solid,mid,Stable,52,10,9,8,8,0,0,0,0,1,1
2026-04-02,S0027,solid,mid,Stable,39,5,12,10,6,2,1,0,1,1,3
2026-04-03,S0027,solid,mid,Stable,74,17,9,9,8,2,3,0,2,0,5
2026-04-04,S0027,solid,mid,Stable,102,13,21,17,13,4,7,0,0,2,9
2026-04-05,S0027,solid,mid,Stable,67,9,13,11,10,2,3,1,2,0,6
2026-04-06,S0027,solid,mid,Stable,63,12,17,13,4,3,3,0,2,1,6
2026-04-07,S0027,solid,mid,Stable,59,9,17,12,6,1,4,0,0,0,4
2026-04-08,S0027,solid,mid,Stable,58,10,20,20,10,7,2,0,3,1,6
2026-04-09,S0027,solid,mid,Stable,44,10,9,8,4,0,2,0,0,0,2
2026-04-10,S0027,solid,mid,Stable,54,12,13,12,8,4,1,1,1,0,3
2026-04-11,S0027,solid,mid,Stable,86,16,25,25,13,6,3,0,4,0,7
2026-04-12,S0027,solid,mid,Stable,49,8,11,11,7,4,3,0,1,1,5
2026-04-13,S0027,solid,mid,Stable,55,10,21,18,13,5,2,0,1,1,4
2026-04-14,S0027,solid,mid,Stable,69,13,11,11,8,2,1,1,2,1,5
2026-04-15,S0027,solid,mid,Stable,73,9,18,17,9,2,3,0,3,1,7
2026-04-16,S0027,solid,mid,Stable,62,8,11,10,8,4,3,1,0,2,6
2026-04-17,S0027,solid,mid,Stable,56,7,14,11,7,0,3,0,3,1,7
2026-04-18,S0027,solid,mid,Stable,82,12,17,15,10,2,3,0,1,1,5
2026-04-19,S0027,solid,mid,Stable,52,9,15,14,8,6,2,0,2,1,5
2026-04-20,S0027,solid,mid,Stable,63,8,11,10,4,1,3,0,0,0,3
2026-04-21,S0027,solid,mid,Stable,57,6,18,16,3,1,3,1,2,0,6
2026-04-22,S0027,solid,mid,Stable,65,6,15,14,3,2,2,0,0,0,2
2026-04-23,S0027,solid,mid,Stable,88,6,26,22,7,4,5,0,2,1,8
2026-04-24,S0027,solid,mid,Stable,47,7,4,4,7,3,1,2,1,0,4
2026-04-25,S0027,solid,mid,Stable,57,7,8,8,6,1,0,1,1,1,3
2026-04-26,S0027,solid,mid,Stable,96,19,16,15,13,5,1,0,2,0,3
2026-04-27,S0027,solid,mid,Stable,60,6,17,15,17,4,2,1,1,0,4
2026-04-28,S0027,solid,mid,Stable,47,7,7,6,7,2,0,1,0,0,1
2026-04-29,S0027,solid,mid,Stable,89,11,23,22,10,7,3,0,4,3,10
2026-04-30,S0027,solid,mid,Stable,81,15,12,10,9,1,4,0,0,0,4
2026-01-01,S0028,cat_eye,low,Cold_FirstLook,121,5,5,4,8,0,3,0,1,0,4
2026-01-02,S0028,cat_eye,low,Cold_FirstLook,62,6,3,3,2,0,1,0,0,0,1
2026-01-03,S0028,cat_eye,low,Cold_FirstLook,102,8,1,1,0,0,1,0,0,0,1
2026-01-04,S0028,cat_eye,low,Cold_FirstLook,115,6,1,1,2,0,0,0,0,0,0
2026-01-05,S0028,cat_eye,low,Cold_FirstLook,100,6,3,3,8,0,1,0,0,0,1
2026-01-06,S0028,cat_eye,low,Cold_FirstLook,44,4,1,1,1,0,1,0,0,0,1
2026-01-07,S0028,cat_eye,low,Cold_FirstLook,89,6,2,2,3,0,2,0,0,0,2
2026-01-08,S0028,cat_eye,low,Cold_FirstLook,111,8,4,4,3,1,0,0,0,0,0
2026-01-09,S0028,cat_eye,low,Cold_FirstLook,56,1,1,1,0,0,0,0,0,0,0
2026-01-10,S0028,cat_eye,low,Cold_FirstLook,70,4,3,3,3,1,0,0,0,0,0
2026-01-11,S0028,cat_eye,low,Cold_FirstLook,87,5,1,1,1,0,0,0,1,0,1
2026-01-12,S0028,cat_eye,low,Cold_FirstLook,111,6,3,3,5,0,2,0,0,0,2
2026-01-13,S0028,cat_eye,low,Cold_FirstLook,110,5,2,2,3,1,2,0,0,0,2
2026-01-14,S0028,cat_eye,low,Cold_FirstLook,91,5,0,0,1,0,0,0,0,0,0
2026-01-15,S0028,cat_eye,low,Cold_FirstLook,78,6,3,3,2,0,0,0,0,0,0
2026-01-16,S0028,cat_eye,low,Cold_FirstLook,108,6,5,5,1,0,1,0,0,1,2
2026-01-17,S0028,cat_eye,low,Cold_FirstLook,57,1,2,2,4,1,1,0,0,0,1
2026-01-18,S0028,cat_eye,low,Cold_FirstLook,83,4,2,2,3,0,0,0,0,1,1
2026-01-19,S0028,cat_eye,low,Cold_FirstLook,110,13,2,2,5,0,0,0,0,1,1
2026-01-20,S0028,cat_eye,low,Cold_FirstLook,82,3,2,2,5,0,0,0,0,1,1
2026-01-21,S0028,cat_eye,low,Cold_FirstLook,77,7,2,2,2,1,0,0,0,0,0
2026-01-22,S0028,cat_eye,low,Cold_FirstLook,77,8,1,1,1,0,1,0,0,0,1
2026-01-23,S0028,cat_eye,low,Cold_FirstLook,113,7,0,0,2,0,3,1,0,0,4
2026-01-24,S0028,cat_eye,low,Cold_FirstLook,78,8,6,5,6,2,1,0,0,0,1
2026-01-25,S0028,cat_eye,low,Cold_FirstLook,61,1,3,3,4,1,2,0,0,0,2
2026-01-26,S0028,cat_eye,low,Cold_FirstLook,144,6,5,4,4,0,1,0,2,0,3
2026-01-27,S0028,cat_eye,low,Cold_FirstLook,39,1,1,1,0,0,0,0,0,0,0
2026-01-28,S0028,cat_eye,low,Cold_FirstLook,60,2,3,2,2,0,0,0,0,0,0
2026-01-29,S0028,cat_eye,low,Cold_FirstLook,78,4,1,1,4,0,1,0,0,0,1
2026-01-30,S0028,cat_eye,low,Cold_FirstLook,64,2,1,1,6,0,0,0,0,0,0
2026-01-31,S0028,cat_eye,low,Cold_FirstLook,98,9,3,3,5,0,1,0,0,1,2
2026-02-01,S0028,cat_eye,low,Cold_FirstLook,129,9,2,2,3,0,0,0,0,0,0
2026-02-02,S0028,cat_eye,low,Cold_FirstLook,68,4,2,2,2,0,3,1,0,0,4
2026-02-03,S0028,cat_eye,low,Cold_FirstLook,64,3,4,3,3,0,1,0,0,1,2
2026-02-04,S0028,cat_eye,low,Cold_FirstLook,58,2,4,4,2,0,0,0,0,0,0
2026-02-05,S0028,cat_eye,low,Cold_FirstLook,61,4,2,2,2,0,1,0,0,0,1
2026-02-06,S0028,cat_eye,low,Cold_FirstLook,89,6,6,6,3,1,1,0,0,0,1
2026-02-07,S0028,cat_eye,low,Cold_FirstLook,73,4,3,3,1,0,2,0,1,0,3
2026-02-08,S0028,cat_eye,low,Cold_FirstLook,144,9,4,3,6,1,3,0,1,2,6
2026-02-09,S0028,cat_eye,low,Cold_FirstLook,76,9,2,2,0,0,4,0,1,0,5
2026-02-10,S0028,cat_eye,low,Cold_FirstLook,64,3,1,1,3,0,0,0,0,0,0
2026-02-11,S0028,cat_eye,low,Cold_FirstLook,54,1,4,3,0,0,1,0,0,0,1
2026-02-12,S0028,cat_eye,low,Cold_FirstLook,65,4,2,2,2,1,0,0,0,0,0
2026-02-13,S0028,cat_eye,low,Cold_FirstLook,96,5,2,2,10,1,0,0,0,0,0
2026-02-14,S0028,cat_eye,low,Cold_FirstLook,58,6,0,0,0,0,0,0,0,0,0
2026-02-15,S0028,cat_eye,low,Cold_FirstLook,108,12,3,3,6,0,0,0,0,0,0
2026-02-16,S0028,cat_eye,low,Cold_FirstLook,89,4,1,1,2,0,0,0,0,0,0
2026-02-17,S0028,cat_eye,low,Cold_FirstLook,81,5,2,2,4,0,0,0,0,0,0
2026-02-18,S0028,cat_eye,low,Cold_FirstLook,81,4,2,1,2,0,0,0,1,0,1
2026-02-19,S0028,cat_eye,low,Cold_FirstLook,90,5,1,0,4,0,1,0,0,0,1
2026-02-20,S0028,cat_eye,low,Cold_FirstLook,107,11,3,3,5,0,1,0,0,0,1
2026-02-21,S0028,cat_eye,low,Cold_FirstLook,85,6,7,6,4,1,1,0,1,0,2
2026-02-22,S0028,cat_eye,low,Cold_FirstLook,57,3,2,2,3,0,0,0,1,0,1
2026-02-23,S0028,cat_eye,low,Cold_FirstLook,112,8,3,3,5,0,0,0,0,0,0
2026-02-24,S0028,cat_eye,low,Cold_FirstLook,71,5,1,1,2,0,2,0,0,0,2
2026-02-25,S0028,cat_eye,low,Cold_FirstLook,90,7,2,0,3,0,1,0,0,0,1
2026-02-26,S0028,cat_eye,low,Cold_FirstLook,59,5,1,1,1,0,1,0,0,0,1
2026-02-27,S0028,cat_eye,low,Cold_FirstLook,71,4,2,1,2,0,1,0,0,1,2
2026-02-28,S0028,cat_eye,low,Cold_FirstLook,58,1,3,2,4,1,0,0,0,0,0
2026-03-01,S0028,cat_eye,low,Cold_FirstLook,99,11,4,4,5,0,0,0,0,1,1
2026-03-02,S0028,cat_eye,low,Cold_FirstLook,57,4,1,1,1,0,0,0,1,0,1
2026-03-03,S0028,cat_eye,low,Cold_FirstLook,51,3,2,2,2,0,0,0,0,0,0
2026-03-04,S0028,cat_eye,low,Cold_FirstLook,70,1,3,3,1,0,0,0,0,0,0
